FioChecker apply args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 14:52:30 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 14:52:30 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 14:52:30 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:01:32 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:01:32 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:01:32 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:01:33 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:01:33 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:01:33 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:09:21 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:09:21 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:09:21 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:09:22 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:09:22 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:09:22 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:09:55 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:09:55 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:09:55 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:09:56 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:09:56 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:09:56 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:14:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:14:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:14:29 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:14:30 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:14:30 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:14:30 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:24:33 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:24:33 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:24:33 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:24:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:24:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:24:34 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:25:19 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:25:19 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:25:19 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:25:20 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:25:20 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:25:20 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:26:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:26:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:26:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:26:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:26:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:26:00 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:27:48 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:27:48 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:27:48 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:27:49 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:27:49 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:27:49 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:28:08 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:28:08 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:28:08 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:28:09 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:28:09 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:28:09 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:28:37 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:28:37 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
2024-07-12 15:28:37 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=null, access_date=2024-05-15 09:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 09:15:25, user1, Иванов иван иванович, chrome], id=null, username=null, application=chrome, fio=Иванов иван иванович, access_date=2024-05-15 09:15:25.0)
2024-07-12 15:28:38 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=null, access_date=2024-05-15 08:15:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:15:25, user1, Иванов иван иванович, mobile], id=null, username=null, application=mobile, fio=Иванов иван иванович, access_date=2024-05-15 08:15:25.0)
2024-07-12 15:28:38 org.example.checkers.FioChecker apply input args: [FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=null, access_date=2024-05-15 08:16:25.0)]  result = FlatLoginHistory(authorizations=[2024-05-15, 08:16:25, admin, Сергеев сергей Сергеевич, desktop], id=null, username=null, application=desktop, fio=Сергеев сергей Сергеевич, access_date=2024-05-15 08:16:25.0)
